NumerRSPO;Typ;Nazwa;Ulica;numerBudynku;numerLokalu;kodPocztowy;miejscowosc;kodterytorialnyUlica;kodterytorialnyMiejscowosc;kodterytorialnyGmina;Telefon;Faks;E-mail;stronaWww;wojewodztwo;powiat;gmina;REGON;NIP;publicznoscStatus;Kategoriauczniów;Specyfikaplacówki;Dyrektor;organProwadzący;TypOrganuProwadzącego;WojewództwoOrganuProwadzącego;PowiatOrganuProwadzącego;GminaOrganuProwadzącego;DataZałożenia;DataLikwidacji
123596;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. SZKOŁA MARZEŃ W PIASECZNIE;ul. Zielona;14;;05-500;Piaseczno;26081;0921438;1418044;227572899;;sekretariat@szkolamarzen.pl;szkolamarzen.pl;MAZOWIECKIE;piaseczyński;Piaseczno - miasto;147330769;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Karolina Sosinowicz;SAPIENTIA SPÓŁKA Z O.O.;Spółki Handlowe;ŁÓDZKIE;Łódź;Łódź-Śródmieście;2014-07-25;
123681;SM1;SZKOŁA MUZYCZNA I STOPNIA W ODOLANOWIE;ul. Bartosza;7;;63-430;Odolanów;00807;0937110;3017034;627331308;627331308;jlizurej@wp.pl;www.odk.odolanow.pl;WIELKOPOLSKIE;ostrowski;Odolanów - miasto;302785616;;publiczna;Bez kategorii;brak specyfiki;Janusz Lizurej;GMINA I MIASTO ODOLANÓW;Gmina;WIELKOPOLSKIE;ostrowski;Odolanów;2014-07-18;
123771;SM1;SZKOŁA MUZYCZNA I STOPNIA W NIWISKACH;;487;;36-147;Niwiska;;0657220;1806042;172279022;;szkolamuzyczna@niwiska.pl;;PODKARPACKIE;kolbuszowski;Niwiska - gmina wiejska;181136288;;publiczna;Bez kategorii;brak specyfiki;Dorota Wilk;GMINA NIWISKA;Gmina;PODKARPACKIE;kolbuszowski;Niwiska;2014-04-29;
123830;SM1;SZKOŁA MUZYCZNA I STOPNIA W KAŃCZUDZE;ul. Szkolna;5;;37-220;Kańczuga;21970;0972424;1814054;166483934;;muzyczna@kanczuga.pl;;PODKARPACKIE;przeworski;Kańczuga - miasto;181137885;;publiczna;Bez kategorii;brak specyfiki;Beata Drabik -Sowa;MIASTO I GMINA KAŃCZUGA;Gmina;PODKARPACKIE;przeworski;Kańczuga;2014-05-28;
123940;SM1;SZKOŁA  MUZYCZNA  I  STOPNIA  W  BOBOWEJ;ul. Długoszowskich;3;;38-350;Bobowa;40993;0417728;1205034;183511026;183511026;szkola.muzyczna@bobowa.pl;www.szkolamuzyczna.bobowa.pl;MAŁOPOLSKIE;gorlicki;Bobowa - miasto;123182253;;publiczna;Bez kategorii;brak specyfiki;Robert Gryzik;GMINA BOBOWA;Gmina;MAŁOPOLSKIE;gorlicki;Bobowa;2014-07-23;
123955;SM1;GMINNA SZKOŁA MUZYCZNA I STOPNIA IM. PROF. EDMUNDA KAJDASZA W TRZEBNICY;ul. 3 Maja;5;;55-100;Trzebnica;11937;0987383;0220034;713873772;;sekretariat@muzyczna.trzebnica.pl;;DOLNOŚLĄSKIE;trzebnicki;Trzebnica - miasto;022470964;9151792788;publiczna;Bez kategorii;brak specyfiki;Teresa Łuc;GMINA TRZEBNICA;Gmina;DOLNOŚLĄSKIE;trzebnicki;Trzebnica;2014-06-18;
124033;SM1;SAMORZĄDOWA  SZKOŁA MUZYCZNA  I STOPNIA  W ŁOWICZU;ul. Adama Mickiewicza;19;;99-400;Łowicz;12740;0977031;1005011;468377441;468377441;sekretariat@muzycznawlowiczu.pl;www.muzycznawlowiczu.pl;ŁÓDZKIE;łowicki;Łowicz - gmina miejska;101823574;8341882962;publiczna;Bez kategorii;brak specyfiki;Joanna Sylwestrzak;MIASTO ŁOWICZ;Gmina;ŁÓDZKIE;łowicki;Łowicz;2014-06-18;
124220;SM1;SZKOŁA  MUZYCZNA I STOPNIA W MYSZKOWIE;ul. Pińczycka;2;;42-300;Myszków;16285;0932057;2409011;;;szkola@smmyszkow.edu.plpl;www.smmyszkow.edu.pl;ŚLĄSKIE;myszkowski;Myszków - gmina miejska;243647644;5771977209;publiczna;Bez kategorii;brak specyfiki;Andrzej Nowak;GMINA  MYSZKÓW;Gmina;ŚLĄSKIE;myszkowski;Myszków;2014-09-01;
124302;SM1;SZKOŁA MUZYCZNA I STOPNIA W CZERNIKOWIE;ul. Gimnazjalna;1;;87-640;Czernikowo;05527;0861512;0415032;533556339;;muzycznaczernikowo@wp.pl;;KUJAWSKO-POMORSKIE;toruński;Czernikowo - gmina wiejska;341614873;;publiczna;Bez kategorii;brak specyfiki;Jan Miś;GMINA CZERNIKOWO;Gmina;KUJAWSKO-POMORSKIE;toruński;Czernikowo;2014-09-01;
124445;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. ARTIS W KOWALACH;pl. św. Kingi;1;;80-180;Kowale;31934;0163989;2204032;;;szkola.artis@gmail.com;nsmartis.com;POMORSKIE;gdański;Kolbudy - gmina wiejska;222149753;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Marek Dzięcielewski;MAREK DZIĘCIELEWSKI;Osoba fizyczna;KUJAWSKO-POMORSKIE;Włocławek;Włocławek;2014-08-20;
124446;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W MILESZKACH;ul. Pomorska;437;;92-735;Łódź-Widzew;17088;0958453;1061069;605131805;;szkolamuzycznawmileszkach@wp.pl;;ŁÓDZKIE;Łódź;Łódź-Widzew - delegatura;101832478;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Aleksandra Guni;ALEKSANDRA GUNI;Osoba fizyczna;ŁÓDZKIE;zgierski;Głowno;2014-08-28;
126624;SM1;SPOŁECZNA PUBLICZNA SZKOŁA MUZYCZNA I STOPNIA W TYMBARKU;;249;;34-650;Tymbark;;0467531;1207122;182628094;;waszkiewiczrosiek@gmail.com;szkola-muzyczna.org;MAŁOPOLSKIE;limanowski;Tymbark - gmina wiejska;360565660;;publiczna;Bez kategorii;brak specyfiki;Halina Waszkiewicz-Rosiek;SAMODZIELNE KOŁO TERENOWE NR 99 SPOŁECZNEGO TOWARZYSTWA OŚWIATOWEGO W TYMBARKU;Stowarzyszenia;MAŁOPOLSKIE;limanowski;Tymbark;2014-08-10;
127073;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W ELBLĄGU;ul. Romualda Traugutta;91;;82-300;Elbląg;22965;0932703;2861011;566114040;;;;WARMIŃSKO-MAZURSKIE;Elbląg;Elbląg - gmina miejska;361081970;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1978-09-01;
127132;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. IM. JANINY GARŚCI W JELENIEJ GÓRZE FILIA W JELENIEJ GÓRZE;ul. Stanisława Moniuszki;9;;58-506;Jelenia Góra;13246;0935802;0261011;757644732;;;;DOLNOŚLĄSKIE;Jelenia Góra;Jelenia Góra - gmina miejska;00099201300021;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1992-05-19;
127988;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W RZGOWIE;ul. Szkolna;3;;95-030;Rzgów;21970;0415787;1006104;601940345;;krzysztof_marciniak@o2.pl;;ŁÓDZKIE;łódzki wschodni;Rzgów - miasto;362011575;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;Krzysztof Marciniak;KRZYSZTOF MARCINIAK;Osoba fizyczna;ŁÓDZKIE;Łódź;Łódź-Górna;2015-06-22;
128162;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. EFFECT WE WRZEŚNI;ul. Fromborska;24;5;62-300;Września;05188;0971637;3030054;606121357;;info@szkolamuzycznawrzesnia.pl;;WIELKOPOLSKIE;wrzesiński;Września - miasto;362140491;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Jacek Lewandowski;JACEK LEWANDOWSKI;Osoba fizyczna;WIELKOPOLSKIE;wrzesiński;Września;2015-07-28;
127582;SM1;SZKOŁA MUZYCZNA I STOPNIA W PRZASNYSZU;ul. Sadowa;5;;06-300;Przasnysz;19404;0966398;1422011;297563016;;psmprzasnysz@gmail.com;;MAZOWIECKIE;przasnyski;Przasnysz - gmina miejska;361732670;7611558284;publiczna;Bez kategorii;brak specyfiki;Artur Żuchowski;POWIAT PRZASNYSKI;Powiat ziemski;MAZOWIECKIE;przasnyski;Przasnysz;2015-05-28;
128163;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W KOBYŁCE;ul. Elizy Orzeszkowej;3;5;05-230;Kobyłka;15211;0920539;1434011;601214646;;renata.kardas@wp.pl;;MAZOWIECKIE;wołomiński;Kobyłka - gmina miejska;362147263;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Renata Kardas;RENATA KARDAS;Osoba fizyczna;MAZOWIECKIE;wołomiński;Kobyłka;2015-07-21;
128219;SM1;SZKOŁA MUZYCZNA I STOPNIA W GRYFINIE;ul. 9 Maja;4;;74-101;Gryfino;11941;0979076;3206044;914162620;914162620;sekretariatmuzyczna@gryfino.pl;;ZACHODNIOPOMORSKIE;gryfiński;Gryfino - miasto;362180697;8581853925;publiczna;Bez kategorii;brak specyfiki;Anna Główczyńska;GMINA GRYFINO;Gmina;ZACHODNIOPOMORSKIE;gryfiński;Gryfino;2015-06-25;
128335;SM1;SZKOŁA MUZYCZNA I STOPNIA WE WŁODAWIE;ul. Szkolna;7;;22-200;Włodawa;21970;0930294;0619011;;;smi@wlodawa.eu;www.smi.wlodawa.eu;LUBELSKIE;włodawski;Włodawa - gmina miejska;362235731;5651526958;publiczna;Bez kategorii;brak specyfiki;Paweł Łobacz;MIASTO WŁODAWA;Gmina;LUBELSKIE;włodawski;Włodawa;2015-07-23;
128608;SM1;PUBLICZNA SZKOŁA MUZYCZNA I STOPNIA  W PRUCHNIKU;ul. Szkolna;12;;37-560;Pruchnik;21970;0608316;1804074;167324812;;grzegorz@wojcikiewicz.com;www.pruchnik.muzyczna.com.pl;PODKARPACKIE;jarosławski;Pruchnik - miasto;362331268;7922292747;publiczna;Bez kategorii;brak specyfiki;Grzegorz Wójcikiewicz;GMINA PRUCHNIK;Gmina;PODKARPACKIE;jarosławski;Pruchnik;2015-06-09;
129825;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. IM. FRYDERYKA CHOPINA W WARSZAWIE;inne Trakt Brzeski;18;;05-077;Wesoła;30078;0921728;1465158;501304004;;szkolamuzyczna.chopin@wp.pl;szkolachopin.pl;MAZOWIECKIE;Warszawa;Wesoła - dzielnica;362954029;;niepubliczna o uprawnieniach szkoły publicznej;Bez kategorii;brak specyfiki;;DANE DO UZUPEŁNIENIA;Spółki Handlowe;MAZOWIECKIE;Warszawa;Śródmieście;2015-08-18;
130723;SM1;SPOŁECZNA SZKOŁA MUZYCZNA I ST. W ROGOŹNIE;ul. Kościuszki;28;;64-610;Rogoźno;09572;0967080;3016024;693447760;;baranskitomasz@o2.pl;;WIELKOPOLSKIE;obornicki;Rogoźno - miasto;364416537;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;TOMASZ BARAŃSKI;TOWARZYSTWO PRZYJACIÓŁ ROGOŹNA;Stowarzyszenia;WIELKOPOLSKIE;obornicki;Rogoźno;2016-04-22;
130790;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. ALLEGRO WE WRZEŚNI;ul. Witkowska;6;;62-300;Września;24444;0971637;3030054;609370532;;alfkucza@interia.pl;;WIELKOPOLSKIE;wrzesiński;Września - miasto;364518077;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;LILIANA KUCZA;Osoba fizyczna;WIELKOPOLSKIE;wrzesiński;Września;2016-05-05;
130793;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W KROŚCIENKU NAD DUNAJCEM;ul. Pienińska;2;;34-450;Krościenko nad Dunajcem;16132;0436743;1211062;506650363;;sekretariat@smkroscienko.pl;smkroscienko.pl;MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem - gmina wiejska;364511827;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;FUNDACJA PROMOCJI ARTYSTYCZNEJ PRO-CLASSICAL;Fundacje;MAŁOPOLSKIE;nowotarski;Krościenko nad Dunajcem;2016-05-10;
131008;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. COLLEGIUM ARTES WE WRZEŚNI;ul. Wojska Polskiego;2a;;62-300;Września;24628;0971637;3030054;784200185;;collegiumartes@wp.pl;collegiumartes.pl;WIELKOPOLSKIE;wrzesiński;Września - miasto;364860551;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;FUNDACJA FORUM DZIAŁAŃ POZYTYWNYCH;Fundacje;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;2016-06-21;
131265;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. IM. FRYDERYKA CHOPINA W STRYKOWIE;ul. Targowa;21;;95-010;Stryków;22659;0959240;1020084;608081368;;muzycznastrykow@gmail.com;;ŁÓDZKIE;zgierski;Stryków - miasto;365076204;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;DARIUSZ IGIELSKI;Osoba fizyczna;ŁÓDZKIE;zgierski;Zgierz;2016-07-13;
131266;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W TUSZYNIE;ul. Piotrkowska;15;;95-080;Tuszyn;16308;0968569;1006114;601940345;;tuszyn.muzyczna@gmail.com;;ŁÓDZKIE;łódzki wschodni;Tuszyn - miasto;365076109;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;KRZYSZTOF MARCINIAK;Osoba fizyczna;ŁÓDZKIE;Łódź;Łódź-Górna;2016-07-13;
130792;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. PRELUDIUM W NOWYM DWORZE MAZOWIECKIM;ul. Dębowa;13;;05-100;Nowy Dwór Mazowiecki;03811;0921148;1414011;517463300;;kontakt@preludium.edu.pl;preludium.edu.pl;MAZOWIECKIE;nowodworski;Nowy Dwór Mazowiecki - gmina miejska;364523138;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;Przemysław Piekutowski;PRZEMYSŁAW PIEKUTOWSKI;Osoba fizyczna;MAZOWIECKIE;nowodworski;Zakroczym;2016-05-11;
131185;SM1;SZKOŁA MUZYCZNA I ST0PNIA W SIENNIE;ul. Szkolna;6;;27-350;Sienno;21970;0636650;1409052;483786093;483786093;sienno@poczta.onet.pl;www.edusienno.pl;MAZOWIECKIE;lipski;Sienno - gmina wiejska;365015071;8111243419;publiczna;Bez kategorii;brak specyfiki;PAWEŁ GARBALSKI;GMINA SIENNO;Gmina;MAZOWIECKIE;lipski;Sienno;2016-07-20;
131240;SM1;SAMORZĄDOWA SZKOŁA MUZYCZNA I STOPNIA W WYSOKIEM MAZOWIECKIEM;ul. Ludowa;5;;18-200;Wysokie Mazowieckie;11383;0957620;2013011;862752657;;;;PODLASKIE;wysokomazowiecki;Wysokie Mazowieckie - gmina miejska;365065554;;publiczna;Bez kategorii;brak specyfiki;;MIASTO WYSOKIE MAZOWIECKIE;Gmina;PODLASKIE;wysokomazowiecki;Wysokie Mazowieckie;2015-11-30;
132062;SM1;POWIATOWA SZKOŁA MUZYCZNA I STOPNIA W DYWITACH FILIA W DOBRYM MIEŚCIE;ul. Garnizonowa;20;;11-040;Dobre Miasto;05347;0964614;2814034;537946960;;dobremiasto@psmdywity.org;http://umuzykalniamy.pl/;WARMIŃSKO-MAZURSKIE;olsztyński;Dobre Miasto - miasto;28053573500053;7393801142;publiczna;Bez kategorii;brak specyfiki;;POWIAT OLSZTYŃSKI;Powiat ziemski;WARMIŃSKO-MAZURSKIE;Olsztyn;Olsztyn;2013-06-21;
133217;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. ZBIGNIEWA WODECKIEGO W ZALASEWIE;ul. Planetarna;7;;62-020;Zalasewo;16425;0595683;3021165;604519916;;ad.doman@wp.pl;;WIELKOPOLSKIE;poznański;Swarzędz - obszar wiejski;366818955;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;AGATA DOMAŃSKA;Osoba fizyczna;WIELKOPOLSKIE;poznański;Swarzędz;2017-03-15;
133311;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. ART-MUSIC W OSTROWITEM;ul. Szkolna;4;;62-402;Ostrowite;21970;0291687;3023042;607686984;;elachojnacka11@wp.pl;;WIELKOPOLSKIE;słupecki;Ostrowite - gmina wiejska;367000731;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;ELŻBIETA CHOJNACKA;Osoba fizyczna;WIELKOPOLSKIE;koniński;Kazimierz Biskupi;2017-03-27;
133471;SM1;PAŃSTWOWA SZKOŁA MUZYCZNA I ST. W SZCZECINIE;ul. Staromłyńska;13;;70-561;Szczecin;20958;0977976;3262011;914881314;914880338;sekretariat@zsm2.szczecin.pl;zsm2.szczecin.pl;ZACHODNIOPOMORSKIE;Szczecin;Szczecin - gmina miejska;367343170;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;2017-05-09;
133595;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W HALINOWIE;ul. Okuniewska;115;;05-074;Halinów;14933;0002766;1412074;503808415;;zsm.niepubliczna@gmail.com;;MAZOWIECKIE;miński;Halinów - miasto;367455905;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;PAULINA RĄBALSKA;Osoba fizyczna;MAZOWIECKIE;miński;Halinów;2017-05-18;
133860;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. PRZY CENTRUM MUZYCZNO-JĘZYKOWYM W BIAŁYMSTOKU;ul. Ciepła;40;3c;15-472;Białystok;03032;0922410;2061011;531531673;;kontakt@mjcentrum.pl;mjcentrum.pl;PODLASKIE;Białystok;Białystok - gmina miejska;367707815;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;GRAŻYNA SIWERSKA-MANDZIUK;Osoba fizyczna;PODLASKIE;Białystok;Białystok;2017-06-28;
265685;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W WARCE;ul. Warszawska;45;;05-660;Warka;23682;0973978;1406114;696267311;;stan_art@poczta.fm;;MAZOWIECKIE;grójecki;Warka - miasto;368844862;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;OPATOWSKIE TOWARZYSTWO ARTYSTYCZNE;Stowarzyszenia;ŚWIĘTOKRZYSKIE;opatowski;Opatów;2016-08-31;
133861;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. IM. STANISŁAWA MONIUSZKI W STASZOWIE;ul. Parkowa;6;;28-200;Staszów;15710;0981274;2612074;669414823;;gogolaanna92@gmail.com;;ŚWIĘTOKRZYSKIE;staszowski;Staszów - miasto;367716599;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;ŚWIĘTOKRZYSKIE STOWARZYSZENIE SPOŁECZNYCH SZKÓŁ I OGNISK ARTYSTYCZNYCH;Stowarzyszenia;ŚWIĘTOKRZYSKIE;Kielce;Kielce;2017-06-28;
262754;SM1;SAMORZĄDOWA SZKOŁA MUZYCZNA I STOPNIA;ul. Adama Mickiewicza;2a;;16-100;Sokółka;12740;0923443;2011084;857112817;;ssmsokolka@gmail.com;www.ssmsokolka.pl;PODLASKIE;sokólski;Sokółka - miasto;368064495;;publiczna;Bez kategorii;brak specyfiki;Dariusz Drewnowski;GMINA SOKÓŁKA;Gmina;PODLASKIE;sokólski;Sokółka;2017-05-29;
263828;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. ELEMENTARZ W KATOWICACH;ul. Studencka;18;;40-743;Katowice;21410;0937474;2469011;323231235;;sekretariat@muzyczna.pl;muzyczna.pl;ŚLĄSKIE;Katowice;Katowice - gmina miejska;368228867;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;MUZYCZNY ELEMENTARZ SPÓŁKA Z O.O.;Spółki Handlowe;ŚLĄSKIE;Katowice;Katowice;2017-08-31;
263829;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. IM. FRYDERYKA CHOPINA W OZORKOWIE;ul. Lotnicza;1;;95-035;Ozorków;11270;0958967;1020021;;;muzycznaozorkow@gmail.com;;ŁÓDZKIE;zgierski;Ozorków - gmina miejska;368228784;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;DARIUSZ IGIELSKI;Osoba fizyczna;ŁÓDZKIE;zgierski;Zgierz;2017-08-22;
263855;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. AKOLADA W BŁONIU;ul. Gabriela Narutowicza;4;;05-870;Błonie;14018;0920249;1432014;;;szkola@muzycznablonie.pl;muzycznablonie.pl;MAZOWIECKIE;warszawski zachodni;Błonie - miasto;368230640;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;MAGDALENA ARTMAN-ZALEWSKA;Osoba fizyczna;MAZOWIECKIE;pruszkowski;Brwinów;2017-07-11;
263859;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W PODKOWIE LEŚNEJ;ul. Jana Pawła II;20;;05-807;Podkowa Leśna;07123;0921504;1405021;600582939;;kontakt@szkolamuzyczna-podkowa.pl;szkolamuzyczna-podkowa.pl;MAZOWIECKIE;grodziski;Podkowa Leśna - gmina miejska;368230999;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;KAMILA LEWICKA;Osoba fizyczna;MAZOWIECKIE;Warszawa;Bielany;2017-07-04;
264404;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W ZĄBKOWICACH ŚLĄSKICH;rynek Rynek;24;;57-200;Ząbkowice Śląskie;19252;0984692;0224054;669134313;;szkolamuzycznazabkowice@o2.pl;;DOLNOŚLĄSKIE;ząbkowicki;Ząbkowice Śląskie - miasto;368334925;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;MICHAŁ BARTKIEWICZ;Osoba fizyczna;DOLNOŚLĄSKIE;ząbkowicki;Ząbkowice Śląskie;2017-08-31;
266877;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W ŚRODZIE WIELKOPOLSKIEJ;ul. Kosynierów;2;;63-000;Środa Wielkopolska;09501;0971614;3025044;612853847;;szkolamuzyczna@sroda21.eu;nsmsroda21.eu;WIELKOPOLSKIE;średzki;Środa Wielkopolska - miasto;369718929;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;ŚRODA XXI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;Spółki Handlowe;WIELKOPOLSKIE;średzki;Środa Wielkopolska;2018-01-18;
267579;SM1;SZKOŁA MUZYCZNA I STOPNIA IM.MICHAŁA KLEOFASA KSIĘCIA OGIŃSKIEGO W SOKOŁOWIE PODLASKIM;ul. Repkowska;3;;08-300;Sokołów Podlaski;18612;0975760;1429011;257812320;;sekretariat@sm.sokolowpodl.pl;;MAZOWIECKIE;sokołowski;Sokołów Podlaski - gmina miejska;380359726;;publiczna;Bez kategorii;brak specyfiki;ANETA MROCZEK;MIASTO SOKOŁÓW PODLASKI;Gmina;MAZOWIECKIE;sokołowski;Sokołów Podlaski;2018-03-14;
267818;SM1;SZKOŁA MUZYCZNA I STOPNIA W NAKLE NAD NOTECIĄ;os. Władysława Łokietka;15;;89-100;Nakło nad Notecią;11651;0929463;0410034;885886876;;;;KUJAWSKO-POMORSKIE;nakielski;Nakło nad Notecią - miasto;380676310;5581869161;publiczna;Bez kategorii;brak specyfiki;;GMINA NAKŁO NAD NOTECIĄ;Gmina;KUJAWSKO-POMORSKIE;nakielski;Nakło nad Notecią;2018-06-28;
268058;SM1;SAMORZĄDOWA SZKOŁA MUZYCZNA I STOPNIA Z POLSKIM I LITEWSKIM JĘZYKIEM NAUCZANIA W PUŃSKU;ul. 11 Marca;16;;16-515;Puńsk;12249;0766251;2009042;875161013;;ssmpunsk@gmail.com;;PODLASKIE;sejneński;Puńsk - gmina wiejska;380905057;8442363206;publiczna;Bez kategorii;brak specyfiki;JADWIGA TRZCIANOWSKA;GMINA PUŃSK;Gmina;PODLASKIE;sejneński;Puńsk;2018-06-11;
268756;SM1;NIEPUBLICZNA SZKOŁA MUZYCZNA I ST. W GDAŃSKU;ul. Gostyńska;8;;80-178;Gdańsk;05860;0933016;2261011;538673753;;szkola@muzyczna.gda.pl;muzyczna.gda.pl;POMORSKIE;Gdańsk;Gdańsk - gmina miejska;381244416;;niepubliczna bez uprawnień szkoły publicznej;Bez kategorii;brak specyfiki;;Tomasz Mentel;Osoba fizyczna;POMORSKIE;Gdańsk;Gdańsk;2018-08-27;
17967;SM2;SZKOŁA MUZYCZNA II STOPNIA W ZESPOLE SZKÓŁ MUZYCZNYCH IM.IGNACEGO JANA PADEREWSKIEGO W TARNOWIE;ul. Norberta Lippóczy'ego;4;;33-100;Tarnów;30793;0981570;1263011;146210408;;sekretzsmuz@umt.tarnow.pl;http://www.zsmuz.tarnow.pl/;MAŁOPOLSKIE;Tarnów;Tarnów - gmina miejska;852712169;;publiczna;Bez kategorii;brak specyfiki;;TARNÓW - MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;MAŁOPOLSKIE;Tarnów;Tarnów;1989-09-01;
77988;SM2;SZKOŁA MUZYCZNA II STOPNIA;ul. Szosa Chełmińska;224/226;;87-100;Toruń;48367;0982724;0463011;566122410;;sekretariat@zsm.torun.pl;zsm.torun.pl;KUJAWSKO-POMORSKIE;Toruń;Toruń - gmina miejska;871679046;;publiczna;Bez kategorii;brak specyfiki;;TORUŃ-MIASTO NA PRAWACH POWIATU;Miasto na prawach powiatu;KUJAWSKO-POMORSKIE;Toruń;Toruń;1921-09-01;
78086;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. IM. FRYDERYKA CHOPINA W PILE;ul. Młodych;1;;64-920;Piła;13087;0966530;3019011;673511470;;;;WIELKOPOLSKIE;pilski;Piła - gmina miejska;300985759;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1975-09-01;
78092;SM2;PAŃSTWOWA SZKOŁA MUZYCZNA II ST. W INOWROCŁAWIU;ul. Jana Kilińskiego;16a;;88-100;Inowrocław;08435;0928989;0407011;523574650;;;;KUJAWSKO-POMORSKIE;inowrocławski;Inowrocław - gmina miejska;340025867;;publiczna;Bez kategorii;brak specyfiki;;MINISTERSTWO KULTURY I DZIEDZICTWA NARODOWEGO;Minister ds. kultury i dziedzictwa narodowego;MAZOWIECKIE;Warszawa;Śródmieście;1977-06-25;
