tura;teryt;nrk;kto;wiek;miasto;glosy;glosyp;glosyn;wynik
R2;120610;1;DURŁAK Tadeusz;63;Średnie Techniczne;Cianowice,;2141;44.70;-1;Nie
R2;120610;2;WÓJTOWICZ Krzysztof Jakub;37;Wyższe;Zamłynie,;2649;55.30;-1;Tak
R2;120702;1;KOWALCZYK Józef Władysław;67;wyższe;Mszana Dolna,;1460;47.73;-1;Nie
R2;120702;2;PĘKAŁA Anna Maria;48;wyższe;Mszana Dolna,;1599;52.27;-1;Tak
R2;120708;1;LIS Leszek Marek;55;Wyższe;Jadamwola,;2266;49.40;-1;Nie
R2;120708;2;ŁUCZKOWSKI Bogdan;30;Wyższe;Roztoka,;2321;50.60;-1;Tak
R2;120710;1;RUSNAK Rafał;55;wyższe;Podobin,;1599;62.10;-1;Tak
R2;120710;2;ZAWIRSKI Tomasz;56;wyższe;Mszana Dolna,;976;37.90;-1;Nie
R2;121004;1;KROK Piotr;67;średnie;Biała Niżna,;3745;34.36;-1;Nie
R2;121004;2;MIGACZ Jacek Maciej;35;Wyższe;Gródek,;7154;65.64;-1;Tak
R2;121005;1;SIEDLARZ Kazimierz Roman;62;Wyższe;Ptaszkowa,;1991;48.78;-1;Nie
R2;121005;2;STANEK Andrzej;51;Średnie techniczne;Królowa Górna,;2091;51.22;-1;Tak
R2;121007;1;REŚKO Dariusz Józef;51;wyższe;Krynica-Zdrój,;3277;44.16;-1;Nie
R2;121007;2;RYBA Piotr Grzegorz;40;wyższe;Krynica-Zdrój,;4144;55.84;-1;Tak
R2;121010;1;GOLONKA Stanisław;62;Wyższe;Tęgoborze,;1707;34.06;-1;Nie
R2;121010;2;ROMANEK Andrzej Stanisław;50;Wyższe;Łososina Dolna,;3305;65.94;-1;Tak
R2;121013;1;CHORUŻYK Dariusz;49;średnie;Piwniczna-Zdrój,;2294;55.59;-1;Tak
R2;121013;2;JANECZEK Zbigniew;63;wyższe;Łomnica Zdrój,;1833;44.41;-1;Nie
R2;121103;1;BABICZ Józef Władysław;80;Średnie techniczne;Wróblówka,;2377;33.13;-1;Nie
R2;121103;2;RATUŁOWSKI Marcin;30;Wyższe;Ratułów,;4797;66.87;-1;Tak
R2;121106;1;DYDA Jan Tadeusz;60;wyższe;Krościenko nad Dunajcem,;1587;50.19;-1;Tak
R2;121106;2;GAWĘDA Stanisław Wojciech;61;wyższe;Grywałd,;1575;49.81;-1;Nie
R2;121112;1;HAJDYŁA Rafał Jerzy;46;wyższe techniczne;Rabka-Zdrój,;2943;42.25;-1;Nie
R2;121112;2;ŚWIDER Leszek;53;wyższe;Rdzawka,;4023;57.75;-1;Tak
R2;121205;1;KMITA Łukasz Marek;32;Wyższe;Olkusz,;8519;42.07;-1;Nie
R2;121205;2;PIAŚNIK Roman;69;Wyższe;Olkusz,;11731;57.93;-1;Tak
R2;121302;1;ADAMCZYK Robert Jerzy;42;wyższe techniczne;Jawiszowice,;3029;39.77;-1;Nie
R2;121302;2;SZOT Radosław Paweł;38;Wyższe prawnicze;Brzeszcze,;4587;60.23;-1;Tak
R2;121403;1;CHOJKA Jan Stefan;56;wyższe;Szpitary,;1166;46.45;-1;Nie
R2;121403;2;MADEJSKI Krzysztof;42;wyższe;Nowe Brzesko,;1344;53.55;-1;Tak
R2;121405;1;CICHY Grzegorz Rafał;47;wyższe;Klimontów,;4166;57.64;-1;Tak
R2;121405;2;GAJDA Mateusz Wojciech;30;wyższe;Proszowice,;3061;42.36;-1;Nie
R2;121505;1;KAWULA Adam Kazimierz;54;Zawodowe;Toporzysko,;1333;38.49;-1;Nie
R2;121505;2;KUDZIA Artur Andrzej;39;Wyższe;Osielec,;2130;61.51;-1;Tak
R2;121508;1;PAJĄK Marcin Władysław;31;wyższe;Zawoja,;1880;54.84;-1;Tak
R2;121508;2;WIECHEĆ Aleksander;56;wyższe;Zawoja,;1548;45.16;-1;Nie
R2;121610;1;MARSZAŁEK Magdalena;40;wyższe;Tuchów,;3992;63.26;-1;Tak
R2;121610;2;SAJDAK Maciej Gerard;43;wyższe;Burzyn,;2318;36.74;-1;Nie
R2;121611;1;DRĄG Zbigniew;45;wyższe;Wierzchosławice,;1946;43.51;-1;Nie
R2;121611;2;MRÓZ Andrzej;52;wyższe;Komorów,;2527;56.49;-1;Tak
R2;121613;1;BĄK Tadeusz Władysław;65;średnie;Isep, PiS;3097;52.77;-1;Tak
R2;121613;2;PLICHTA Stanisław;59;wyższe;Wojnicz,;2772;47.23;-1;Nie
R2;121615;1;HERDUŚ Marta Danuta;56;Wyższe;Łęg Tarnowski,;3414;54.38;-1;Tak
R2;121615;2;SKALAK Anna Teresa;48;Wyższe;Żabno,;2864;45.62;-1;Nie
R2;121704;1;KRUPA Roman Andrzej;36;Wyższe;Dzianisz,;1989;58.29;-1;Tak
R2;121704;2;NĘDZA-KUBINIEC Mateusz Łukasz;43;Wyższe;Kościelisko,;1423;41.71;-1;Nie
R2;121801;1;KUBIEŃ Krzysztof;58;wyższe;Andrychów,;6033;36.99;-1;Nie
R2;121801;2;ŻAK Tomasz;57;Wyższe;Andrychów,;10276;63.01;-1;Tak
R2;121803;1;ORMANTY Augustyn Leszek;63;wyższe;Brody,;3754;52.36;-1;Tak
R2;121803;2;STELA Tadeusz;46;wyższe zawodowe-ekonomiczne;Kalwaria Zebrzydowska,;3416;47.64;-1;Nie
R2;121805;1;GALARA Renata Stefania;55;wyższe;Świnna Poręba,;999;51.02;-1;Tak
R2;121805;2;PAŹDZIORA Paweł;36;wyższe;Jaszczurowa,;959;48.98;-1;Nie
R2;121807;1;DUMAN Szymon;35;wyższe;Stronie,;1789;55.98;-1;Tak
R2;121807;2;ŻMIJA Paweł;40;wyższe;Stryszów,;1407;44.02;-1;Nie
R2;121809;1;KALIŃSKI Bartosz Jan;34;wyższe;Wadowice,;8837;54.97;-1;Tak
R2;121809;2;KLINOWSKI Mateusz Michał;40;wyższe;Wadowice,;7239;45.03;-1;Nie
R2;121901;1;GAWLIK Renata Jolanta;40;wyższe;Biskupice,;1955;54.99;-1;Tak
R2;121901;2;WCISŁO Roman Michał;37;wyższe;Szczytniki, Prawo i Sprawiedliwość;1600;45.01;-1;Nie
R2;126101;1;MAJCHROWSKI Jacek Maria;71;wyższe;Kraków,;197019;61.94;-1;Tak
R2;126101;2;WASSERMANN Małgorzata Ewa;40;wyższe;Kraków,;121083;38.06;-1;Nie
R2;126201;1;HANDZEL Ludomir Paweł;45;wyższe;Nowy Sącz,;21078;58.35;-1;Tak
R2;126201;2;MULARCZYK Iwona Barbara;48;wyższe;Nowy Sącz,;15046;41.65;-1;Nie
R2;126301;1;CIEPIELA Roman Stefan;62;Wyższe;Tarnów,;22398;58.11;-1;Tak
R2;126301;2;KOPROWSKI Kazimierz;57;wyższe;Tarnów,;16147;41.89;-1;Nie
R2;140202;1;KIWIT Marek;61;wyższe;Ciechanów,;1762;53.69;-1;Tak
R2;140202;2;ŻEBROWSKA Anna;49;wyższe;Mieszki Wielkie,;1520;46.31;-1;Nie
R2;140206;1;BILIŃSKI Jacek;46;wyższe;Wola Wodzyńska,;1003;46.44;-1;Nie
R2;140206;2;MIERZEJEWSKI Zdzisław;61;wyższe;Ojrzeń,;1157;53.56;-1;Tak
R2;140209;1;MUCHOWSKI Jarosław;26;wyższe;Ciemniewko,;2200;62.09;-1;Tak
R2;140209;2;ŚLUBOWSKA Marzena Józefa;59;wyższe;Janówek,;1343;37.91;-1;Nie
R2;140301;1;KUROWSKA Iwona Teresa;48;wyższe;Garwolin,;3217;43.17;-1;Nie
R2;140301;2;ŚWIECZAK Marzena Bogusława;42;Wyższe;Garwolin,;4235;56.83;-1;Tak
R2;140313;1;GŁASZCZKA Bogumiła;51;wyższe;Nowe Podole,;1400;65.42;-1;Tak
R2;140313;2;PIESIEWICZ Jacek;47;wyższe;Nowe Podole,;740;34.58;-1;Nie
R2;140401;1;KALINOWSKI Paweł Witold;35;wyższe;Gostynin,;4539;64.22;-1;Tak
R2;140401;2;ŚNIECIKOWSKI Włodzimierz;65;wyższe;Gostynin,;2529;35.78;-1;Nie
R2;140402;1;MICHALSKA Ewa;53;wyższe;Solec,;1788;48.83;-1;Nie
R2;140402;2;ZIELIŃSKI Edmund;57;wyższe;Sokołów,;1874;51.17;-1;Tak
R2;140404;1;WACHOWICZ Dariusz Grzegorz;51;Wyższe;Sanniki,;1361;49.64;-1;Nie
R2;140404;2;WIECZOREK Gabriel Paweł;44;Wyższe;Sanniki,;1381;50.36;-1;Tak
R2;140501;1;KWIATKOWSKA Wiesława Celina;55;Wyższe;Milanówek,;2687;37.09;-1;Nie
R2;140501;2;REMISZEWSKI Piotr Józef;47;Wyższe;Milanówek,;4558;62.91;-1;Tak
R2;140506;1;RYBKA Piotr;37;wyższe;Żelechów,;1828;50.74;-1;Tak
R2;140506;2;WAWRUCH Halina;57;wyższe;Józefina,;1775;49.26;-1;Nie
R2;140602;1;JAKUBCZAK Mirosław Franciszek;57;policealne;Jadwigów,;1877;55.40;-1;Tak
R2;140602;2;KAZIMIERCZAK Andrzej Wiesław;45;wyższe;Dąbrówka Stara,;1511;44.60;-1;Nie
R2;140604;1;KOPCZYŃSKI Waldemar;46;wyższe;Goszczyn,;895;64.39;-1;Tak
R2;140604;2;ZGUTCZYŃSKA Agata Magdalena;44;wyższe;Goszczyn,;495;35.61;-1;Nie
R2;140605;1;GWIAZDA Dariusz Stanisław;56;wyższe;Grójec,;5920;63.59;-1;Tak
R2;140605;2;STOLARSKI Jacek Bronisław;64;wyższe;Grójec,;3390;36.41;-1;Nie
R2;140702;1;CZUBAJ Hubert;36;wyższe;Emilów,;2016;57.45;-1;Tak
R2;140702;2;MAŁAŚNICKI Józef Grzegorz;61;wyższe;Głowaczów,;1493;42.55;-1;Nie
R2;140706;1;DRAPAŁA Marek;53;wyższe;Magnuszew,;1808;53.65;-1;Tak
R2;140706;2;WDOWIAK Bernard Marian;56;wyższe;Gruszczyn,;1562;46.35;-1;Nie
R2;140707;1;BOGUCKI Jacek Krzysztof;52;wyższe;Wola Klasztorna,;841;47.51;-1;Nie
R2;140707;2;GUBA Arkadiusz Paweł;40;wyższe;Opactwo,;929;52.49;-1;Tak
R2;140802;1;CHODORSKI Jarosław Mirosław;36;wyższe;TRZCIANY,;3811;56.43;-1;Tak
R2;140802;2;GRZYBEK Mariusz;49;wyższe;CHOTOMÓW,;2942;43.57;-1;Nie
R2;141003;1;PAJNOWSKI Grzegorz;43;wyższe;Kożanówka,;789;56.40;-1;Tak
R2;141003;2;PAROL Jan;61;wyższe;Siedlce,;610;43.60;-1;Nie
R2;141005;1;ARASYMOWICZ Grzegorz Marek;46;wyższe;Serpelice,;1123;56.77;-1;Tak
R2;141005;2;LIPKA Andrzej;62;wyższe;Sarnaki, PiS;855;43.23;-1;Nie
R2;141006;1;HAWRYLUK Kazimierz;58;wyższe podyplomowe;Stara Kornica,;1148;54.56;-1;Tak
R2;141006;2;MELECH Dariusz Szczepan;45;wyższe;Nowa Kornica,;956;45.44;-1;Nie
R2;141106;1;DUDEK Jakub;37;Wyższe;Suche,;1392;63.79;-1;Tak
R2;141106;2;WIŚNIEWSKI Dariusz;44;Wyższe;Maków Mazowiecki,;790;36.21;-1;Nie
R2;141108;1;CHRZANOWSKI Wiesław;50;wyższe;Łachy Włościańskie,;886;61.74;-1;Tak
R2;141108;2;NAPIÓRKOWSKI Roman;66;średnie;Chrzczony,;549;38.26;-1;Nie
R2;141214;1;KAIM Marek Adam;65;średnie;Zalesie,;1298;46.49;-1;Nie
R2;141214;2;SOSIŃSKA Kinga Anna;45;Wyższe;Stanisławów,;1494;53.51;-1;Tak
R2;141307;1;KRUSIŃSKA Anna;34;wyższe;Szreńsk,;901;46.30;-1;Nie
R2;141307;2;NITCZYŃSKI Marek;53;wyższe;Szreńsk,;1045;53.70;-1;Tak
R2;141309;1;GĘBALA Mariusz;44;wyższe;Windyki,;1059;55.18;-1;Tak
R2;141309;2;KOZIEŁ-JĘDRZEJEWSKA Natalia;29;wyższe ekonomiczne;Łęg,;860;44.82;-1;Nie
R2;141404;1;RUSZKOWSKI Bogdan;53;wyższe;Mazewo Dworskie "B",;3955;50.48;-1;Tak
R2;141404;2;WŁODARSKA Renata;35;wyższe;Jackowo Dworskie,;3880;49.52;-1;Nie
R2;141503;1;DŁUGOKĘCKI Grzegorz;27;wyższe;Piski,;1576;56.05;-1;Tak
R2;141503;2;GOCŁOWSKI Ryszard;56;wyższe;Czerwin,;1236;43.95;-1;Nie
R2;141504;1;KOSIOREK Piotr Włodzimierz;50;wyższe;Goworówek,;2401;71.31;-1;Tak
R2;141504;2;KULESZA Małgorzata Maria;54;wyższe;Goworowo,;966;28.69;-1;Nie
R2;141509;1;LARENT Aneta Katarzyna;35;wyższe;Chojniki,;2511;51.68;-1;Tak
R2;141509;2;SZEWCZYK Krzysztof;52;wyższe;Drężewo,;2348;48.32;-1;Nie
R2;141601;1;BAUER Jerzy;51;wyższe;Ostrów Mazowiecka,;4853;53.80;-1;Tak
R2;141601;2;SZYMALSKI Mieczysław;68;wyższe;Ostrów Mazowiecka,;4168;46.20;-1;Nie
R2;141606;1;KRUSZEWSKI Rafał;32;wyższe;Strękowo,;1039;77.42;-1;Tak
R2;141606;2;POPKO Marek;59;wyższe;Nur,;303;22.58;-1;Nie
R2;141701;1;BANASZEK Marek Antoni;54;Wyższe;Józefów,;5667;69.93;-1;Tak
R2;141701;2;ROJEK Mateusz Krzysztof;30;Wyższe;Józefów,;2437;30.07;-1;Nie
R2;141702;1;MARGIELSKI Jarosław Tomasz;31;Wyższe;Otwock,;9369;55.21;-1;Tak
R2;141702;2;PAŚNICZEK Ireneusz Józef;40;Wyższe;Otwock,;7602;44.79;-1;Nie
R2;141704;1;ŁOKIETEK Władysław Dariusz;58;wyższe;Karczew,;2832;42.29;-1;Nie
R2;141704;2;RUDZKI Michał Piotr;27;wyższe;Karczew,;3864;57.71;-1;Tak
R2;141801;1;STRZYŻEWSKI Arkadiusz;39;Wyższe;Góra Kalwaria,;6001;63.18;-1;Tak
R2;141801;2;ZIELIŃSKI Dariusz Antoni;59;Wyższe;Wojciechowice,;3498;36.82;-1;Nie
R2;141804;1;OŁDAKOWSKI Wojciech Jerzy;42;średnie;Głosków,;7594;28.86;-1;Nie
R2;141804;2;PUTKIEWICZ Daniel Stanisław;42;wyższe;Piaseczno,;18719;71.14;-1;Tak
R2;141805;1;DĄBEK Jan Adam;56;Wyższe;Józefosław,;1875;50.92;-1;Tak
R2;141805;2;MICHALSKI Maciej Mikołaj;40;Wyższe;Bobrowiec,;1807;49.08;-1;Nie
R2;141908;1;KOPER Karolina Agnieszka;36;wyższe;Nowe Święcice,;1164;43.58;-1;Nie
R2;141908;2;WOJNAROWSKI Zygmunt Grzegorz;62;wyższe;Mała Wieś,;1507;56.42;-1;Tak
R2;141911;1;DYLICKI Krzysztof Stanisław;62;średnie techniczne;Studzieniec,;774;39.69;-1;Nie
R2;141911;2;KOZŁOWSKI Jacek;41;wyższe;Słubice,;1176;60.31;-1;Tak
R2;142002;1;GODLEWSKI Mariusz Jerzy;46;wyższe;Raciąż,;1262;64.65;-1;Tak
R2;142002;2;ZIÓŁKOWSKI Robert Mariusz;45;średnie;Kroczewo,;690;35.35;-1;Nie
R2;142003;1;PIETRUSZEWSKI Bogdan Janusz;59;wyższe;Baboszewo,;1879;55.62;-1;Tak
R2;142003;2;SOBECKI Tomasz;35;wyższe;Baboszewo,;1499;44.38;-1;Nie
R2;142005;1;GOSZCZYŃSKI Franciszek Marek;62;wyższe;Wierzbica Pańska, Prawo i Sprawiedliwość;663;43.22;-1;Nie
R2;142005;2;SOBIECKI Adam;45;wyższe;Chrościn,;871;56.78;-1;Tak
R2;142010;1;GISZCZAK Ryszard;62;wyższe;Stare Gralewo,;1432;47.54;-1;Nie
R2;142010;2;SADOWSKI Zbigniew;37;wyższe;Cieciersk,;1580;52.46;-1;Tak
R2;142011;1;ROMATOWSKI Andrzej Jan;61;wyższe;Sochocin,;1240;47.15;-1;Nie
R2;142011;2;RYZIŃSKI Jerzy Józef;63;wyższe;Sochocin,;1390;52.85;-1;Tak
R2;142012;1;KOPROWSKI Kamil;32;wyższe;Załuski,;1365;58.86;-1;Tak
R2;142012;2;WITCZAK Tomasz Stanisław;46;wyższe;Szczytno,;954;41.14;-1;Nie
R2;142101;1;BONAROWSKA Magdalena Jadwiga;63;Wyższe;Piastów,;2463;31.73;-1;Nie
R2;142101;2;SZUPLEWSKI Grzegorz Waldemar;57;Wyższe;Piastów,;5300;68.27;-1;Tak
R2;142102;1;MAKUCH Paweł Stanisław;42;wyższe;Pruszków,;10512;51.08;-1;Tak
R2;142102;2;STARZYŃSKI Jan;63;wyższe prawnicze;Nowa Wieś,;10066;48.92;-1;Nie
R2;142104;1;GRABKA Krzysztof;62;wyższe;Opacz-Kolonia,;4070;48.11;-1;Nie
R2;142104;2;PACHECKA Małgorzata;53;wyższe;Komorów,;4389;51.89;-1;Tak
R2;142201;1;CHROSTOWSKI Łukasz;30;wyższe;Przasnysz,;4539;64.82;-1;Tak
R2;142201;2;GRABOWSKI Grzegorz;50;wyższe;Przasnysz,;2463;35.18;-1;Nie
R2;142204;1;IWULSKI Krzysztof Andrzej;44;wyższe;Stegna,;1801;55.53;-1;Tak
R2;142204;2;STANCEL Krzysztof;52;średnie;Jednorożec,;1442;44.47;-1;Nie
R2;142302;1;CZARNECKI Władysław;63;wyższe;Brzezinki,;1212;52.95;-1;Tak
R2;142302;2;NEMS Grzegorz Robert;50;średnie;Radom,;1077;47.05;-1;Nie
R2;142307;1;URBAŃCZYK Krzysztof Marian;50;wyższe;Zychorzyn,;724;33.35;-1;Nie
R2;142307;2;WESOŁOWSKI Marian Andrzej;59;średnie techniczne;Nieznamierowice,;1447;66.65;-1;Tak
R2;142401;1;SOBIERAJ Tomasz;33;wyższe ekonomiczne;Szyszki-Folwark,;869;49.26;-1;Nie
R2;142401;2;WOJCIECHOWSKI Cezary Andrzej;57;średnie;Gzy,;895;50.74;-1;Tak
R2;142402;1;MROCZKOWSKI Jan;59;wyższe;Psary,;1280;44.69;-1;Nie
R2;142402;2;MROCZKOWSKI Sebastian;34;wyższe;Obryte,;1584;55.31;-1;Tak
R2;142404;1;GREGORCZYK Wojciech;60;wyższe;Pułtusk,;5069;53.37;-1;Tak
R2;142404;2;KISIEL Michał;50;wyższe;Pułtusk,;4429;46.63;-1;Nie
R2;142501;1;KLICH Joanna Ewa;56;wyższe;Pionki,;2096;31.86;-1;Nie
R2;142501;2;KOWALCZYK Robert Tomasz;54;wyższe;Radom,;4483;68.14;-1;Tak
R2;142503;1;BUREK Przemysław Artur;36;średnie;Radom,;3151;51.34;-1;Tak
R2;142503;2;MOSKWA Andrzej;59;wyższe;Iłża,;2986;48.66;-1;Nie
R2;142504;1;ĆWIERZ Wojciech;42;wyższe administracyjne;Bartodzieje,;2000;53.09;-1;Tak
R2;142504;2;ZASADA Elżbieta Janina;55;wyższe;Wojciechów,;1767;46.91;-1;Nie
R2;142505;1;DOBOSZ Robert;42;wyższe;Narty,;1774;33.39;-1;Nie
R2;142505;2;DZIEWIERZ Kamil Dominik;36;wyższe magisterskie;Piaseczno,;3539;66.61;-1;Tak
R2;142506;1;LEŚNOWOLSKI Piotr Józef;58;wyższe ekonomiczne;Jedlnia-Letnisko,;3367;55.12;-1;Tak
R2;142506;2;PASEK Renata Justyna;41;wyższe;Rajec Szlachecki,;2742;44.88;-1;Nie
R2;142507;1;BULSKI Dariusz;48;wyższe;Parznice,;2840;57.10;-1;Tak
R2;142507;2;STANIK Sławomir Władysław;59;wyższe techniczne;Kowalówka,;2134;42.90;-1;Nie
R2;142508;1;WRÓBEL Tomasz Wojciech;56;średnie techniczne;Zadobrze,;1518;44.67;-1;Nie
R2;142508;2;ZIÓŁEK Mirosław Zygmunt;63;wyższe;Suskowola,;1880;55.33;-1;Tak
R2;142510;1;PIĄTEK Dariusz;47;wyższe;Skaryszew,;3120;54.37;-1;Tak
R2;142510;2;SIENKIEWICZ Mirosław Michał;57;wyższe;Skaryszew,;2618;45.63;-1;Nie
R2;142512;1;CIĘŻKOWSKI Marcin;40;wyższe;Zabłocie,;1427;36.42;-1;Nie
R2;142512;2;MARKOWSKA-BZDUCHA Ewa Iwona;47;wyższe;Ślepowron,;2491;63.58;-1;Tak
R2;142604;1;DMOWSKA-PACZUSKA Dorota Joanna;39;wyższe prawnicze;Siedlce,;1236;48.68;-1;Nie
R2;142604;2;KSIĘŻOPOLSKA Iwona;51;wyższe;Siedlce,;1303;51.32;-1;Tak
R2;142608;1;BRODOWSKI Henryk Marian;66;wyższe;Nowe Opole,;3783;57.96;-1;Tak
R2;142608;2;ORZEŁOWSKI Mariusz;49;wyższe;Siedlce,;2744;42.04;-1;Nie
R2;142610;1;BUJALSKI Krzysztof Włodzimierz;50;wyższe;Suchożebry,;1028;50.07;-1;Tak
R2;142610;2;KOMAR Marzena Teresa;46;wyższe;Nakory,;1025;49.93;-1;Nie
R2;142803;1;KRAŚNIEWSKI Jan Paweł;59;wyższe;Iłów, Prawo i Sprawiedliwość;1522;51.09;-1;Tak
R2;142803;2;KUJAWA Roman Antoni;65;wyższe;Władysławów,;1457;48.91;-1;Nie
R2;142806;1;JAWORSKI Damian;28;Wyższe;Karolków Szwarocki,;1125;59.87;-1;Tak
R2;142806;2;KROPIAK Grzegorz;59;Wyższe;Erminów,;754;40.13;-1;Nie
R2;142901;1;KARAKULA Bogusław Jan;61;wyższe;Sokołów Podlaski,;4313;54.86;-1;Tak
R2;142901;2;PASIK Marcin;43;wyższe;Sokołów Podlaski,;3549;45.14;-1;Nie
R2;142903;1;CZĘŚCIK Ewa Agnieszka;42;średnie;Zawady,;693;60.16;-1;Tak
R2;142903;2;MŁYŃSKI Krzysztof;35;wyższe;Wszebory,;459;39.84;-1;Nie
R2;142908;1;KUR Janusz;45;wyższe;Sokołów Podlaski,;1585;56.69;-1;Tak
R2;142908;2;PODBIELSKI Sławomir Andrzej;61;wyższe rolnicze;Grochów Szlachecki,;1211;43.31;-1;Nie
R2;142909;1;KOBYLIŃSKA Marianna Jadwiga;53;wyższe;Sokołów Podlaski,;718;36.92;-1;Nie
R2;142909;2;SIKORSKA Grażyna Agata;59;wyższe rolnicze;Szwejki,;1227;63.08;-1;Tak
R2;143003;1;MINDA Kamil Tomasz;34;średnie;Mirówek,;878;43.75;-1;Nie
R2;143003;2;SIWIOREK Artur Wawrzyniec;55;średnie;Bieszków Dolny,;1129;56.25;-1;Tak
R2;143202;1;ZIELIŃSKA Grażyna;61;Wyższe;Izabelin C,;2243;45.26;-1;Nie
R2;143202;2;ZMARZLAK Dorota;44;Wyższe zawodowe;Izabelin C,;2713;54.74;-1;Tak
R2;143205;1;DĄBROWSKI Tomasz Henryk;53;Wyższe;Łomianki,;5875;48.22;-1;Nie
R2;143205;2;ŻEBROWSKA-PIOTRAK Małgorzata Ewa;44;Wyższe;Łomianki Dolne,;6309;51.78;-1;Tak
R2;143207;1;SUMKA Sławomir;44;wyższe pedagogiczne;Wierzbin,;4249;52.59;-1;Tak
R2;143207;2;ZAJĄC Marcin Piotr;47;wyższe;Zielonki - Parcela,;3831;47.41;-1;Nie
R2;143301;1;MARCHELA Paweł Arkadiusz;45;wyższe;Węgrów,;3534;65.99;-1;Tak
R2;143301;2;PACZÓSKA Zofia Elżbieta;46;wyższe;Węgrów,;1821;34.01;-1;Nie
R2;143308;1;KŁUSEK Zbigniew Adam;51;średnie;Stoczek,;1462;61.53;-1;Tak
R2;143308;2;WÓJCIK Mieczysław Stanisław;65;wyższe;Stoczek,;914;38.47;-1;Nie
R2;143401;1;KOSTRZEWA Konrad Marcin;33;Wyższe;Kobyłka,;4049;47.20;-1;Nie
R2;143401;2;ZBIEĆ Edyta;47;Wyższe;Kobyłka,;4530;52.80;-1;Tak
R2;143403;1;KALATA Edyta Teresa;47;wyższe humanistyczne i ekonomiczne;Ząbki,;4254;43.14;-1;Nie
R2;143403;2;ZYŚK Małgorzata Renata;53;wyższe;Ząbki,;5606;56.86;-1;Tak
R2;143404;1;DUDZIK Grzegorz Piotr;48;wyższe;Zielonka, Mazowiecka Wspólnota Samorządowa;2962;39.61;-1;Nie
R2;143404;2;IWANDOWSKI Kamil Michał;30;wyższe;Zielonka,;4516;60.39;-1;Tak
R2;143405;1;KORZENIEWSKI Radosław;30;Wyższe;Kowalicha,;1926;51.72;-1;Tak
R2;143405;2;ZADRÓŻNY Zenon;39;Wyższe;Dąbrówka,;1798;48.28;-1;Nie
R2;143408;1;NIŹNIK Sylwester;56;Średnie;Poświętne,;1616;60.91;-1;Tak
R2;143408;2;ROSŁON Sławomir;37;Wyższe;Międzyleś,;1037;39.09;-1;Nie
R2;143603;1;MADEJSKI Mirosław;51;wyższe;Lucimia,;950;36.08;-1;Nie
R2;143603;2;WOLSZCZAK Eugeniusz Andrzej;52;wyższe;Łagów,;1683;63.92;-1;Tak
R2;143605;1;DROBEK Paweł;42;wyższe;Zwoleń,;2502;41.00;-1;Nie
R2;143605;2;SULIMA Arkadiusz;50;wyższe;Zwoleń,;3600;59.00;-1;Tak
R2;143704;1;DOBIESZ Ryszard;60;wyższe;Lutocin,;917;48.31;-1;Nie
R2;143704;2;KOŁODZIEJSKI Jacek;41;wyższe;Dębówka,;981;51.69;-1;Tak
R2;143801;1;CHRZANOWSKI Lucjan Krzysztof;53;wyższe;Żyrardów,;7943;60.89;-1;Tak
R2;143801;2;SPRINGER-KAKIET Ewa Bogumiła;66;wyższe;Tartak Brzózki,;5101;39.11;-1;Nie
R2;146101;1;KOTOWSKI Janusz Józef;52;wyższe;Ostrołęka,;8202;35.51;-1;Nie
R2;146101;2;KULIK Łukasz;38;wyższe;Ostrołęka,;14898;64.49;-1;Tak
R2;146301;1;SKURKIEWICZ Wojciech;48;wyższe;Radom,;40013;46.17;-1;Nie
R2;146301;2;WITKOWSKI Radosław;44;wyższe;Radom,;46650;53.83;-1;Tak
R2;146401;1;SITNIK Andrzej;59;wyższe;Siedlce,;17014;56.02;-1;Tak
R2;146401;2;TCHÓRZEWSKI Karol;43;wyższe;Siedlce, Siedleckie Towarzystwo Samorządowe;13357;43.98;-1;Nie
R1;146501;1;ANTONIK Sławomir Wawrzyniec;59;wyższe;Warszawa,;6457;0.72;Nie
R1;146501;2;GLUSMAN2;GLUSMAN Justyna;44;wyższe;Warszawa,;20643;2.32;Nie
R1;146501;3;IKONOWICZ Piotr Igor;62;wyższe;Warszawa,;7271;0.82;Nie
R1;146501;4;JAKI Patryk Tomasz;33;wyższe;Warszawa,;254324;28.53;Nie
R1;146501;5;JAKUBIAK Marek;59;średnie;Warszawa,;26660;2.99;Nie
R1;146501;6;KORWIN-MIKKE Janusz Ryszard;75;wyższe;Warszawa,;11516;1.29;Nie
R1;146501;7;KRZEKOTOWSKA Krystyna Anna;76;wyższe;Warszawa,;1604;0.18;Nie
R1;146501;8;POTOCKI Jan Zbigniew;63;wyższe;Piaseczno,;2117;0.24;Nie
R1;146501;9;ROZENEK Andrzej Tadeusz;49;średnie;Warszawa,;13 370;1.50;Nie
R1;146501;10;STEFANIAK Jakub Łukasz;37;wyższe;Warszawa,;2793;0.31;Nie
R1;146501;11;ŚPIEWAK Jan Dawid;31;wyższe;Warszawa,;26689;2.99;Nie
R1;146501;12;TANAJNO Paweł Jan;42;wyższe;Warszawa,;3745;0.42;Nie
R1;146501;13;TRZASKOWSKI Rafał Kazimierz;46;wyższe;Warszawa,;505187;56.67;Tak
R1;146501;14;WOJCIECHOWICZ Jacek Piotr;55;wyższe;Warszawa,;9002;1.01;Nie
R2;160101;1;CHRZANOWSKI Grzegorz Tomasz;45;wyższe;Brzeg,;5911;46.90;-1;Nie
