urzad;razem;kobietyP;wiek;PSL;PiS;PO;SLD;PP;NP;teryt;xteryt;name;areaH;popThs;popKm;rankP;type;bb;center
Wójt Gminy Jeżów Sudecki;2;0.00;46.00;0;0;1;0;0;1;020606;2;Jeżów Sudecki;9428.0;7283.0;77;1233;gw;50.909469,15.633367 51.013184,15.836494;50.9613265,15.7349305
Wójt Gminy Janowice Wielkie;2;50.00;44.50;0;0;0;0;0;2;020605;2;Janowice Wielkie;5783.0;4320.0;75;1903;gw;50.834695,15.833763 50.950241,15.961978;50.892468,15.8978705
Wójt Gminy Mysłakowice;4;25.00;52.00;0;0;0;0;0;4;020607;2;Mysłakowice;8798.0;10218.0;116;841;gw;50.792656,15.744178 50.902622,15.927704;50.847639,15.835941
Wójt Gminy Stara Kamienica;1;0.00;41.00;0;0;0;0;0;1;020609;2;Stara Kamienica;11050.0;5267.0;48;1661;gw;50.845130,15.439173 50.952907,15.665922;50.8990185,15.5525475
Burmistrz Miasta Jawora;3;33.33;35.00;0;1;0;0;0;2;020501;1;Jawor;1880.0;23266.0;1238;278;gm;51.035974,16.141115 51.099396,16.229067;51.067685,16.185091
Wójt Gminy Męcinka;1;0.00;51.00;0;0;0;0;0;1;020503;2;Męcinka;14778.0;5001.0;34;1729;gw;50.990843,15.932950 51.136668,16.197186;51.0637555,16.065068
Burmistrz Bolkowa;4;50.00;44.00;0;0;0;0;0;4;020502;3;Bolków;15260.0;10611.0;70;809;gmw;50.852741,15.929791 50.992373,16.204282;50.922557,16.0670365
Wójt Gminy Paszowice;3;66.67;47.33;0;1;0;0;0;2;020505;2;Paszowice;10128.0;3976.0;39;1986;gw;50.943981,16.021512 51.052305,16.240363;50.998143,16.1309375
Wójt Gminy Zagrodno;3;33.33;44.33;0;0;0;0;0;3;022605;2;Zagrodno;12234.0;5347.0;44;1641;gw;51.146495,15.740635 51.262257,15.958729;51.204376,15.849682
Wójt Gminy Mściwojów;2;0.00;45.50;0;0;0;0;0;2;020504;2;Mściwojów;7194.0;4113.0;57;1950;gw;51.002166,16.177775 51.114973,16.346593;51.0585695,16.262184
Wójt Gminy Pielgrzymka;2;0.00;48.50;0;1;0;0;0;1;022603;2;Pielgrzymka;10485.0;4628.0;44;1827;gw;51.036748,15.696558 51.173572,15.882484;51.10516,15.789521
Wójt Gminy Wądroże Wielkie;4;50.00;46.25;0;1;0;0;0;3;020506;2;Wądroże Wielkie;8915.0;3980.0;45;1985;gw;51.057922,16.255186 51.149512,16.480191;51.103717,16.3676885
Burmistrz Miasta Wojcieszów;2;0.00;51.50;0;0;0;0;0;2;022601;1;Wojcieszów;3217.0;3696.0;115;2057;gm;50.920320,15.874943 50.991546,15.981654;50.955933,15.9282985
Wójt Gminy Marciszów;3;0.00;54.33;0;1;1;0;0;1;020704;2;Marciszów;8157.0;4553.0;56;1842;gw;50.802023,15.941398 50.913460,16.122548;50.8577415,16.031973
Burmistrz Miasta Złotoryja;4;50.00;48.50;0;1;0;0;0;3;022602;1;Złotoryja;1151.0;15783.0;1371;483;gm;51.102694,15.886620 51.142074,15.950496;51.122384,15.918558
Wójt Gminy Kamienna Góra;1;0.00;38.00;0;0;0;0;0;1;020702;2;Kamienna Góra;15803.0;9046.0;57;971;gw;50.669526,15.859248 50.838961,16.179514;50.7542435,16.019381
Burmistrz Miasta i Gminy Świerzawa;3;33.33;47.33;0;0;0;0;0;3;022604;3;Świerzawa;15999.0;7606.0;48;1178;gmw;50.933151,15.721096 51.097504,16.001415;51.0153275,15.8612555
Burmistrz Miasta Kamienna Góra;6;16.67;52.17;1;1;0;0;0;4;020701;1;Kamienna Góra;1804.0;19348.0;1073;363;gm;50.761304,15.984855 50.808074,16.082576;50.784689,16.0337155
Wójt Gminy Złotoryja;5;0.00;47.40;0;0;0;0;0;5;022606;2;Złotoryja;14495.0;7066.0;49;1266;gw;51.065846,15.836245 51.227210,16.063086;51.146528,15.9496655
Burmistrz Miasta Lubawka;3;33.33;59.33;0;0;1;0;0;2;020703;3;Lubawka;13805.0;11052.0;80;769;gmw;50.598623,15.829938 50.761097,16.109568;50.67986,15.969753
Prezydent Miasta Legnicy;5;0.00;45.40;0;1;1;1;0;2;026201;1;Legnica;5629.0;100324.0;1782;39;mm;51.160616,16.083463 51.248847,16.233160;51.2047315,16.1583115
Prezydent Miasta Jeleniej Góry;5;0.00;46.80;0;1;1;0;0;3;026101;1;Jelenia Góra (a);10922.0;80072.0;733;46;mm;50.767774,15.577867 50.932555,15.877162;50.8501645,15.7275145
Prezydent Wrocławia;10;40.00;42.40;0;1;1;0;2;6;026401;1;Wrocław (a);29282.0;638586.0;2181;4;mm;51.042775,16.807413 51.209458,17.176219;51.1261165,16.991816
Burmistrz Miasta i Gminy Pieszyce;2;50.00;48.00;0;0;0;0;0;2;020203;3;Pieszyce;6361.0;9550.0;150;909;gmw;50.648606,16.479584 50.758685,16.627985;50.7036455,16.5537845
Burmistrz Miasta Bielawa;5;20.00;44.80;0;0;0;0;0;5;020201;1;Bielawa;3621.0;30207.0;834;188;gm;50.636389,16.536642 50.714554,16.669010;50.6754715,16.602826
Burmistrz Dzierżoniowa;3;0.00;47.67;0;1;0;0;0;2;020202;1;Dzierżoniów;2007.0;33653.0;1677;161;gm;50.700225,16.604455 50.758132,16.690166;50.7291785,16.6473105
Wójt Gminy Dzierżoniów;2;0.00;56.50;0;0;0;0;0;2;020205;2;Dzierżoniów;14106.0;9185.0;65;946;gw;50.624973,16.547988 50.826762,16.773273;50.7258675,16.6606305
Burmistrz Piławy Górnej;3;33.33;48.33;0;1;0;0;0;2;020204;1;Piława Górna;2093.0;6479.0;310;1386;gm;50.658319,16.715314 50.707434,16.794692;50.6828765,16.755003
Wójt Gminy Łagiewniki;5;40.00;47.20;0;0;0;0;0;5;020206;2;Łagiewniki;12477.0;7458.0;60;1205;gw;50.740918,16.662063 50.844971,16.904177;50.7929445,16.78312
Burmistrz Miasta i Gminy Niemcza;4;50.00;47.50;1;1;0;0;0;2;020207;3;Niemcza;7186.0;5545.0;77;1591;gmw;50.660110,16.725854 50.770744,16.895113;50.715427,16.8104835
Wójt Gminy Waganiec;3;0.00;36.33;1;1;0;0;0;1;040108;2;Waganiec;5452.0;4604.0;84;1833;gw;52.768403,18.776385 52.839717,18.938538;52.80406,18.8574615
Burmistrz Brodnicy;3;33.33;50.67;0;1;0;0;0;2;040201;1;Brodnica;2315.0;28717.0;1240;196;gm;53.222122,19.356845 53.293801,19.456109;53.2579615,19.406477
Wójt Gminy Brodnica;4;25.00;45.25;0;1;0;0;0;3;040203;2;Brodnica;12687.0;8214.0;65;1079;gw;53.162540,19.275234 53.319079,19.531491;53.2408095,19.4033625
Wójt Gminy Bobrowo;3;0.00;47.67;1;0;0;0;0;2;040202;2;Bobrowo;14591.0;6370.0;44;1413;gw;53.197458,19.113839 53.334458,19.377643;53.265958,19.245741
Wójt Gminy Brzozie;3;66.67;44.33;0;0;0;0;0;3;040204;2;Brzozie;9366.0;3799.0;41;2038;gw;53.263118,19.471626 53.344606,19.729744;53.303862,19.600685
Wójt Gminy Świedziebnia;2;50.00;56.00;1;0;0;0;0;1;040209;2;Świedziebnia;10367.0;5199.0;50;1686;gw;53.080306,19.446170 53.180894,19.711956;53.1306,19.579063
Burmistrz Miasta i Gminy Górzno;4;25.00;53.00;0;0;0;0;0;4;040205;3;Górzno;11968.0;3955.0;33;1992;gmw;53.125617,19.539440 53.246601,19.761595;53.186109,19.6505175
Wójt Gminy Bartniczka;2;0.00;58.50;0;0;0;0;0;2;040206;2;Bartniczka;8340.0;4748.0;57;1796;gw;53.172771,19.464255 53.285326,19.693177;53.2290485,19.578716
Burmistrz Miasta i Gminy Jabłonowo Pomorskie;2;0.00;53.00;1;0;0;0;0;1;040207;3;Jabłonowo Pomorskie;13486.0;9005.0;67;974;gmw;53.318872,19.084020 53.459365,19.320011;53.3891185,19.2020155
Wójt Gminy Osiek;4;25.00;42.75;1;1;0;0;0;2;040208;2;Osiek;7500.0;4023.0;54;1973;gw;53.106168,19.318541 53.208824,19.485794;53.157496,19.4021675
Burmistrz Izbicy Kujawskiej;3;0.00;53.67;0;1;0;0;0;2;041808;3;Izbica Kujawska;13210.0;7735.0;59;1153;gmw;52.331783,18.677067 52.465327,18.930049;52.398555,18.803558
Wójt Gminy Kowal;2;50.00;59.50;0;1;0;0;0;1;041809;2;Kowal;11479.0;3959.0;34;1990;gw;52.453765,19.051206 52.610817,19.280880;52.532291,19.166043
Burmistrz Lubrańca;2;0.00;50.50;0;1;0;0;0;1;041812;3;Lubraniec;14803.0;9598.0;65;904;gmw;52.440701,18.726897 52.595631,18.973233;52.518166,18.850065
Burmistrz Lubienia Kujawskiego;2;0.00;33.50;0;0;0;0;0;2;041811;3;Lubień Kujawski;15091.0;7412.0;49;1214;gmw;52.340789,19.067351 52.479831,19.297972;52.41031,19.1826615
Wójt Gminy Włocławek;2;100.00;48.00;0;0;0;0;0;2;041813;2;Włocławek;22062.0;7213.0;33;1250;gw;52.538416,18.928200 52.655926,19.426105;52.597171,19.1771525
Burmistrz Łabiszyna;1;0.00;55.00;0;0;0;0;0;1;041904;3;Łabiszyn;16700.0;10058.0;60;854;gmw;52.884293,17.779195 53.042988,18.015743;52.9636405,17.897469
Wójt Gminy Gąsawa;4;25.00;50.50;0;0;0;0;0;4;041902;2;Gąsawa;13584.0;5313.0;39;1652;gw;52.696247,17.678127 52.825002,17.918719;52.7606245,17.798423
Burmistrz Barcina;2;0.00;45.50;0;0;0;0;0;2;041901;3;Barcin;12088.0;14858.0;123;519;gmw;52.796721,17.823124 52.917909,18.070491;52.857315,17.9468075
Burmistrz Janowca Wielkopolskiego;4;0.00;49.00;0;1;0;0;0;3;041903;3;Janowiec Wielkopolski;13073.0;9113.0;70;958;gmw;52.672530,17.404394 52.862071,17.621487;52.7673005,17.5129405
Burmistrz Żnina;5;20.00;47.20;0;1;0;0;0;4;041906;3;Żnin;25147.0;24321.0;97;257;gmw;52.785802,17.512544 52.924664,17.921261;52.855233,17.7169025
Wójt Gminy Rogowo;4;0.00;45.75;1;1;0;0;0;2;041905;2;Rogowo;17885.0;6871.0;38;1303;gw;52.601664,17.545707 52.807957,17.815452;52.7048105,17.6805795
Wójt Gminy Świekatowo;1;0.00;62.00;0;0;0;0;0;1;041410;2;Świekatowo;6383.0;3590.0;56;2087;gw;53.366889,18.034084 53.470018,18.177729;53.4184535,18.1059065
Burmistrz Świecia;4;0.00;43.50;0;1;1;0;0;2;041409;3;Świecie;17493.0;34111.0;195;157;gmw;53.297525,18.287006 53.495535,18.618388;53.39653,18.452697
Wójt Gminy Warlubie;4;25.00;50.75;0;0;0;0;0;4;041411;2;Warlubie;20111.0;6534.0;32;1374;gw;53.522986,18.396804 53.704033,18.717595;53.6135095,18.5571995
Wójt Gminy Lubicz;2;50.00;52.50;0;0;0;0;0;2;041504;2;Lubicz;10575.0;19702.0;186;349;gw;52.947866,18.677291 53.133217,18.864797;53.0405415,18.771044
Wójt Gminy Chełmża;1;0.00;60.00;0;0;0;0;0;1;041502;2;Chełmża;17895.0;9820.0;55;882;gw;53.120642,18.471997 53.262953,18.803537;53.1917975,18.637767
Burmistrz Miasta Chełmży;3;33.33;55.33;0;0;0;0;0;3;041501;1;Chełmża;784.0;14645.0;1868;529;gm;53.169308,18.580159 53.215464,18.637467;53.192386,18.608813
Wójt Gminy Czernikowo;3;0.00;49.67;0;0;0;0;0;3;041503;2;Czernikowo;17014.0;9049.0;53;970;gw;52.830455,18.831192 53.005852,19.094329;52.9181535,18.9627605
Wójt Gminy Wielka Nieszawka;4;50.00;41.25;0;0;0;0;0;4;041508;2;Wielka Nieszawka;21622.0;5094.0;24;1708;gw;52.858144,18.361337 53.039500,18.722577;52.948822,18.541957
Wójt Gminy Łysomice;3;0.00;51.33;0;0;0;0;0;3;041506;2;Łysomice;12694.0;9882.0;78;875;gw;53.043037,18.474929 53.156142,18.795119;53.0995895,18.635024
Wójt Gminy Łubianka;2;50.00;56.50;0;0;0;0;0;2;041505;2;Łubianka;8450.0;7008.0;83;1277;gw;53.080325,18.409394 53.201688,18.561308;53.1410065,18.485351
Wójt Gminy Obrowo;1;0.00;56.00;0;0;0;0;0;1;041507;2;Obrowo;16217.0;16559.0;102;445;gw;52.893577,18.710069 53.060769,18.961008;52.977173,18.8355385
Wójt Gminy Zławieś Wielka;2;0.00;54.50;0;0;0;0;0;2;041509;2;Zławieś Wielka;17791.0;13872.0;78;569;gw;53.015514,18.144872 53.183250,18.524452;53.099382,18.334662
Wójt Gminy Gostycyn;1;0.00;41.00;0;0;0;0;0;1;041602;2;Gostycyn;13580.0;5238.0;39;1671;gw;53.415592,17.719600 53.574175,17.900311;53.4948835,17.8099555
Wójt Gminy Cekcyn;1;0.00;48.00;0;0;0;0;0;1;041601;2;Cekcyn;25326.0;6783.0;27;1326;gw;53.465518,17.875387 53.671252,18.226677;53.568385,18.051032
Wójt Gminy Lubiewo;2;50.00;49.00;0;0;0;0;0;2;041604;2;Lubiewo;16280.0;5944.0;37;1504;gw;53.381877,17.879624 53.541107,18.102820;53.461492,17.991222
Wójt Gminy Kęsowo;2;50.00;36.50;0;0;0;0;0;2;041603;2;Kęsowo;10922.0;4464.0;41;1864;gw;53.499255,17.602173 53.658107,17.812315;53.578681,17.707244
Wójt Gminy Śliwice;2;0.00;34.50;0;0;0;0;0;2;041605;2;Śliwice;17472.0;5622.0;32;1569;gw;53.619678,18.025184 53.781075,18.276394;53.7003765,18.150789
Burmistrz Miasta i Gminy Piotrków Kujawski;5;0.00;48.60;1;1;0;0;0;3;041105;3;Piotrków Kujawski;13867.0;9334.0;67;928;gmw;52.461560,18.375881 52.599680,18.642308;52.53062,18.5090945
Wójt Gminy Topólka;4;0.00;47.25;1;1;0;1;0;1;041107;2;Topólka;10288.0;4880.0;47;1762;gw;52.421531,18.592740 52.580234,18.758314;52.5008825,18.675527
Burmistrz Szubina;5;60.00;47.40;1;0;0;0;0;4;041005;3;Szubin;33226.0;24657.0;74;251;gmw;52.910653,17.563325 53.113949,17.878377;53.012301,17.720851
Burmistrz Miasta i Gminy Mrocza;2;0.00;50.00;0;0;0;0;0;2;041002;3;Mrocza;15051.0;9296.0;62;933;gmw;53.180533,17.412663 53.294901,17.706855;53.237717,17.559759
Burmistrz Kcyni;4;0.00;49.75;0;1;0;0;0;3;041001;3;Kcynia;29663.0;13471.0;45;592;gmw;52.894874,17.302322 53.110410,17.613000;53.002642,17.457661
Wójt Gminy Sadki;3;0.00;49.00;1;0;0;0;0;2;041004;2;Sadki;15375.0;7287.0;47;1231;gw;53.087205,17.320543 53.232214,17.534497;53.1597095,17.42752
Burmistrz Miasta i Gminy Nakło nad Notecią;1;0.00;55.00;0;0;0;0;0;1;041003;3;Nakło nad Notecią;18693.0;32053.0;171;172;gmw;53.071888,17.506889 53.211986,17.790359;53.141937,17.648624
Wójt Gminy Wąpielsk;3;33.33;55.67;1;0;0;0;0;2;041206;2;Wąpielsk;9321.0;3988.0;43;1982;gw;53.074852,19.186134 53.217354,19.368385;53.146103,19.2772595
Wójt Gminy Brzuze;2;0.00;50.00;0;1;0;0;0;1;041202;2;Brzuze;8640.0;5343.0;62;1644;gw;52.992395,19.180026 53.116707,19.339266;53.054551,19.259646
Burmistrz Miasta Rypin;1;0.00;42.00;0;1;0;0;0;0;041201;1;Rypin;1096.0;16482.0;1504;446;gm;53.042806,19.385979 53.083331,19.455439;53.0630685,19.420709
Wójt Gminy Rypin;2;0.00;43.50;0;0;0;0;0;2;041204;2;Rypin;13208.0;7503.0;57;1199;gw;52.981822,19.309884 53.116360,19.567455;53.049091,19.4386695
Wójt Gminy Rogowo;3;0.00;49.33;1;1;0;0;0;1;041203;2;Rogowo;14101.0;4763.0;34;1793;gw;52.927793,19.257112 53.034101,19.575662;52.980947,19.416387
Wójt Gminy Skrwilno;1;0.00;44.00;0;0;0;0;0;1;041205;2;Skrwilno;12281.0;5950.0;48;1503;gw;52.955622,19.497741 53.118227,19.690281;53.0369245,19.594011
Wójt Gminy Zbójno;2;100.00;45.00;0;0;0;0;0;2;040506;2;Zbójno;8432.0;4381.0;52;1888;gw;52.960748,19.007689 53.059104,19.238995;53.009926,19.123342
Burmistrz Miasta i Gminy Radzyń Chełmiński;3;0.00;59.00;0;1;0;0;0;2;040604;3;Radzyń Chełmiński;9114.0;4696.0;52;1808;gmw;53.332036,18.810292 53.430745,19.062373;53.3813905,18.9363325
Wójt Gminy Gruta;2;50.00;49.00;0;0;0;0;0;2;040602;2;Gruta;12375.0;6523.0;53;1378;gw;53.388687,18.827457 53.515312,19.071551;53.4519995,18.949504
Burmistrz Miasta i Gminy Łasin;2;0.00;45.00;1;0;0;0;0;1;040603;3;Łasin;13655.0;8006.0;59;1111;gmw;53.456985,18.975036 53.598096,19.219655;53.5275405,19.0973455
Wójt Gminy Świecie nad Osą;2;0.00;48.00;0;0;0;0;0;2;040606;2;Świecie nad Osą;9475.0;4276.0;45;1918;gw;53.378247,19.015849 53.501589,19.236643;53.439918,19.126246
Wójt Gminy Rogóżno;4;0.00;46.00;0;1;0;0;0;3;040605;2;Rogóźno;11624.0;4246.0;37;1926;gw;53.497208,18.800591 53.604683,19.061220;53.5509455,18.9309055
Burmistrz Gniewkowa;3;0.00;45.00;0;1;0;0;0;2;040703;3;Gniewkowo;17972.0;14569.0;81;535;gmw;52.812989,18.287468 52.955807,18.564749;52.884398,18.4261085
Prezydent Miasta Inowrocławia;5;20.00;55.00;0;1;0;1;0;3;040701;1;Inowrocław;3042.0;73577.0;2419;52;gm;52.743734,18.207166 52.819656,18.293228;52.781695,18.250197
Wójt Gminy Dąbrowa Biskupia;4;0.00;54.25;0;0;0;0;0;4;040702;2;Dąbrowa Biskupia;14728.0;5158.0;35;1689;gw;52.709265,18.355942 52.842242,18.625150;52.7757535,18.490546
Burmistrz Gminy i Miasta Janikowo;2;0.00;55.00;0;0;0;0;0;2;040705;3;Janikowo;9195.0;13270.0;144;609;gmw;52.672930,17.997630 52.777213,18.205516;52.7250715,18.101573
Wójt Gminy Inowrocław;4;0.00;61.75;1;1;0;0;0;2;040704;2;Inowrocław;17165.0;11740.0;68;716;gw;52.707408,18.138724 52.883200,18.414808;52.795304,18.276766
Wójt Gminy Zbiczno;3;33.33;50.00;0;1;0;0;0;2;040210;2;Zbiczno;13377.0;4849.0;36;1770;gw;53.287127,19.247783 53.412641,19.526587;53.349884,19.387185
Burmistrz Koronowa;3;0.00;49.00;0;0;0;0;0;3;040304;3;Koronowo;41153.0;24222.0;59;259;gmw;53.202257,17.687345 53.443253,18.083789;53.322755,17.885567
Wójt Gminy Dąbrowa Chełmińska;2;50.00;38.00;0;0;0;0;0;2;040302;2;Dąbrowa Chełmińska;12504.0;8285.0;66;1067;gw;53.103558,18.135238 53.245824,18.353532;53.174691,18.244385
Wójt Gminy Białe Błota;3;33.33;50.00;0;0;0;0;0;3;040301;2;Białe Błota;12242.0;21268.0;174;316;gw;53.030275,17.777825 53.142852,18.027874;53.0865635,17.9028495
Wójt Gminy Dobrcz;6;16.67;47.67;0;0;0;0;0;6;040303;2;Dobrcz;13007.0;11515.0;89;736;gw;53.194369,18.046818 53.346155,18.279668;53.270262,18.163243
Wójt Gminy Osielsko;2;0.00;49.00;0;0;0;0;0;2;040306;2;Osielsko;10172.0;13762.0;135;576;gw;53.162250,17.930773 53.270666,18.179851;53.216458,18.055312
Wójt Gminy Nowa Wieś Wielka;5;20.00;59.80;0;0;0;0;0;5;040305;2;Nowa Wieś Wielka;14828.0;10030.0;68;859;gw;52.940198,17.959354 53.090695,18.257487;53.0154465,18.1084205
Wójt Gminy Sicienko;2;0.00;55.50;0;0;0;0;0;2;040307;2;Sicienko;17999.0;10054.0;56;856;gw;53.139705,17.668997 53.295682,17.958395;53.2176935,17.813696
Burmistrz Miasta i Gminy Solec Kujawski;2;100.00;59.00;0;0;0;0;0;2;040308;3;Solec Kujawski;17507.0;16845.0;96;437;gmw;52.970382,18.099222 53.098767,18.407412;53.0345745,18.253317
Burmistrz Miasta Golubia-Dobrzynia;5;20.00;45.20;0;0;0;0;0;5;040501;1;Golub-Dobrzyń;750.0;12828.0;1710;640;gm;53.094060,19.030500 53.130403,19.077774;53.1122315,19.054137
Wójt Gminy Raciążek;4;25.00;55.00;1;0;0;0;0;3;040107;2;Raciążek;3288.0;3135.0;95;2166;gw;52.818268,18.754104 52.883336,18.886011;52.850802,18.8200575
Wójt Gminy Golub-Dobrzyń;2;0.00;50.00;0;0;0;0;0;2;040503;2;Golub-Dobrzyń;19779.0;8692.0;44;1013;gw;53.031784,18.948783 53.237677,19.253913;53.1347305,19.101348
Burmistrz Miasta Nieszawa;3;0.00;32.33;0;0;0;0;0;3;040103;1;Nieszawa;979.0;1914.0;196;2277;gm;52.819011,18.863682 52.860238,18.909186;52.8396245,18.886434
Wójt Gminy Ciechocin;2;0.00;59.00;0;0;0;0;0;2;040502;2;Ciechocin;10123.0;4034.0;40;1972;gw;52.973795,18.811225 53.115902,19.031062;53.0448485,18.9211435
Burmistrz Miasta Aleksandrów Kujawski;3;0.00;53.00;0;0;0;0;0;3;040101;1;Aleksandrów Kujawski;723.0;12270.0;1697;672;gm;52.854916,18.677276 52.897988,18.723605;52.876452,18.7004405
Wójt Gminy Radomin;1;0.00;50.00;0;0;0;0;0;1;040505;2;Radomin;8081.0;3867.0;48;2018;gw;53.036655,19.090892 53.152777,19.256858;53.094716,19.173875
Burmistrz Miasta Kowalewo Pomorskie;4;50.00;52.25;0;0;0;0;0;4;040504;3;Kowalewo Pomorskie;14120.0;11487.0;81;739;gmw;53.080866,18.727404 53.210733,19.014037;53.1457995,18.8707205
Burmistrz Tucholi;4;0.00;51.50;0;1;0;0;0;3;041606;3;Tuchola;23966.0;20387.0;85;332;gmw;53.546413,17.733516 53.759628,18.055963;53.6530205,17.8947395
Burmistrz Wąbrzeźna;2;0.00;48.50;0;0;0;0;0;2;041701;1;Wąbrzeźno;853.0;13749.0;1612;577;gm;53.260374,18.916357 53.296337,18.988430;53.2783555,18.9523935
Wójt Gminy Ryńsk;1;0.00;52.00;0;0;0;0;0;1;041705;2;Ryńsk;20073.0;8648.0;43;1019;gw;53.183307,18.761592 53.348188,19.064252;53.2657475,18.912922
Wójt Gminy Książki;2;0.00;50.00;0;1;0;0;0;1;041703;2;Książki;8619.0;4194.0;49;1934;gw;53.265985,18.970314 53.392698,19.158239;53.3293415,19.0642765
Wójt Gminy Dębowa Łąka;2;0.00;59.50;0;0;0;0;0;2;041702;2;Dębowa Łąka;8612.0;3183.0;37;2159;gw;53.172055,18.982728 53.287777,19.143398;53.229916,19.063063
Wójt Gminy Płużnica;1;0.00;39.00;0;0;0;0;0;1;041704;2;Płużnica;12038.0;4838.0;40;1774;gw;53.245345,18.694741 53.387504,18.894141;53.3164245,18.794441
Prezydent Miasta Bydgoszczy;5;20.00;49.40;0;1;1;1;0;2;046101;1;Bydgoszcz (a);17598.0;352313.0;2002;8;mm;53.050110,17.874235 53.209344,18.202103;53.129727,18.038169
Prezydent Miasta Grudziądza;5;20.00;47.20;0;1;0;0;0;4;046201;1;Grudziądz;5776.0;95629.0;1656;40;mm;53.420766,18.686274 53.524083,18.870909;53.4724245,18.7785915
Wójt Gminy Boniewo;2;0.00;46.50;1;0;0;0;0;1;041803;2;Boniewo;7762.0;3392.0;44;2121;gw;52.396751,18.802861 52.520099,18.961070;52.458425,18.8819655
Prezydent Miasta Torunia;6;33.33;46.33;0;1;1;0;0;4;046301;1;Toruń;11572.0;202562.0;1750;16;mm;52.963074,18.460667 53.065898,18.742230;53.014486,18.6014485
Burmistrz Miasta Kowal;2;0.00;67.00;0;0;0;0;1;1;041801;1;Kowal;468.0;3544.0;757;2092;gm;52.516878,19.128072 52.547914,19.162058;52.532396,19.145065
Prezydent Miasta Włocławek;9;0.00;52.11;0;1;1;1;0;6;046401;1;Włocławek;8432.0;111752.0;1325;34;mm;52.594790,18.939054 52.735971,19.182608;52.6653805,19.060831
Wójt Gminy Baruchowo;1;0.00;61.00;0;0;0;0;0;1;041802;2;Baruchowo;10674.0;3482.0;33;2104;gw;52.438463,19.199404 52.574963,19.395674;52.506713,19.297539
Burmistrz Miasta Chełmna;3;0.00;46.67;0;1;0;0;0;2;040401;1;Chełmno;1356.0;19911.0;1468;343;gm;53.330062,18.377962 53.374740,18.472961;53.352401,18.4254615
Wójt Gminy Choceń;2;0.00;53.00;0;0;0;0;0;2;041805;2;Choceń;9985.0;8022.0;80;1109;gw;52.441144,18.945992 52.553785,19.112086;52.4974645,19.029039
Wójt Gminy Papowo Biskupie;2;0.00;58.00;0;1;0;0;0;1;040405;2;Papowo Biskupie;7045.0;4376.0;62;1889;gw;53.216390,18.471400 53.297052,18.676094;53.256721,18.573747
Burmistrz Brześcia Kujawskiego;3;0.00;46.33;0;0;0;0;0;3;041804;3;Brześć Kujawski;15095.0;11541.0;76;734;gmw;52.549528,18.752039 52.706602,19.036108;52.628065,18.8940735
Wójt Gminy Kijewo Królewskie;1;0.00;63.00;0;0;0;0;0;1;040403;2;Kijewo Królewskie;7184.0;4504.0;63;1855;gw;53.193351,18.362927 53.334108,18.517497;53.2637295,18.440212
Burmistrz Chodcza;1;0.00;42.00;0;0;0;0;0;1;041806;3;Chodecz;12209.0;6093.0;50;1468;gmw;52.330636,18.913917 52.457041,19.135566;52.3938385,19.0247415
Wójt Gminy Lisewo;2;0.00;35.50;0;0;0;0;0;2;040404;2;Lisewo;8631.0;5282.0;61;1657;gw;53.241165,18.556950 53.350935,18.740757;53.29605,18.6488535
Wójt Gminy Unisław;1;0.00;39.00;0;0;0;0;0;1;040407;2;Unisław;7255.0;7003.0;97;1279;gw;53.169775,18.267172 53.283091,18.468025;53.226433,18.3675985
Wójt Gminy Stolno;1;0.00;63.00;0;0;0;0;0;1;040406;2;Stolno;9852.0;5239.0;53;1670;gw;53.281347,18.450439 53.397862,18.728137;53.3396045,18.589288
Wójt Gminy Sośno;4;25.00;43.00;1;1;0;0;0;2;041303;2;Sośno;16264.0;5059.0;31;1713;gw;53.274505,17.548757 53.449770,17.770041;53.3621375,17.659399
Burmistrz Kamienia Krajeńskiego;3;0.00;51.33;0;1;0;1;0;1;041301;3;Kamień Krajeński;16331.0;6983.0;43;1281;gmw;53.477106,17.401394 53.617751,17.656698;53.5474285,17.529046
Burmistrz Sępólna Krajeńskiego;4;0.00;43.25;0;1;0;0;0;3;041302;3;Sępólno Krajeńskie;22912.0;15936.0;70;474;gmw;53.374367,17.298464 53.524313,17.727540;53.44934,17.513002
Burmistrz Więcborka;4;25.00;45.75;1;1;0;0;0;2;041304;3;Więcbork;23602.0;13395.0;57;594;gmw;53.267515,17.247290 53.434665,17.621731;53.35109,17.4345105
Wójt Gminy Dragacz;1;100.00;47.00;0;0;0;0;0;1;041402;2;Dragacz;11181.0;7279.0;65;1236;gw;53.426049,18.583610 53.564318,18.764516;53.4951835,18.674063
Wójt Gminy Bukowiec;2;50.00;46.00;0;0;0;0;0;2;041401;2;Bukowiec;11100.0;5146.0;46;1695;gw;53.363182,18.150628 53.481797,18.344852;53.4224895,18.24774
Wójt Gminy Drzycim;6;66.67;45.00;1;1;0;0;0;4;041403;2;Drzycim;10841.0;5021.0;46;1721;gw;53.438441,18.236226 53.584840,18.413799;53.5116405,18.3250125
Burmistrz Nowego;1;0.00;58.00;0;0;0;0;0;1;041406;3;Nowe;10671.0;10371.0;97;828;gmw;53.556861,18.560531 53.703985,18.788971;53.630423,18.674751
Wójt Gminy Lniano;5;20.00;50.00;1;1;0;0;0;3;041405;2;Lniano;8839.0;4270.0;48;1920;gw;53.441428,18.111080 53.588916,18.292136;53.515172,18.201608
